real,synth,fen,viewpoint
data/real/images_rot180/game2_frame_006568_rot180.jpg,data/synth/images/row000040_black_de7ee6f9.png,r4rk1/pp1bqpp1/1np1p2p/4N3/3P4/1BQ1P3/PP3PPP/2R2RK1,black
data/real/images/game2_frame_000896.jpg,data/synth/images/row000050_white_3e9a81e1.png,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR,white
data/real/images/game2_frame_013896.jpg,data/synth/images/row000061_white_9ae07386.png,2r2k2/ppr2pp1/2p4p/3p4/PP1P4/4P3/2R2PPP/2R3K1,white
data/real/images/game2_frame_006532.jpg,data/synth/images/row000074_white_83ed4af2.png,r4rk1/pp1bqpp1/1np1p2p/8/3P4/1BQ1PN2/PP3PPP/2R2RK1,white
data/real/images/game2_frame_014132.jpg,data/synth/images/row000076_white_a0ed630c.png,2r2k2/ppr2pp1/2p4p/3p4/PP1P4/4P3/2R2PPP/2R2K2,white
data/real/images/game2_frame_006092.jpg,data/synth/images/row000080_white_e052342b.png,r1b2rk1/pp2qpp1/1np1p2p/8/2BP4/2Q1PN2/PP3PPP/2R2RK1,white
data/real/images/game2_frame_000872.jpg,data/synth/images/row000085_white_7670c9d4.png,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR,white
data/real/images/game2_frame_005044.jpg,data/synth/images/row000087_white_170c3944.png,r1b2rk1/ppp1qpp1/1n2p2p/8/2BP4/2Q1PN2/PP3PPP/2R2RK1,white
data/real/images/game2_frame_011456.jpg,data/synth/images/row000095_white_3939b786.png,r3r1k1/pp1bqpp1/2p4p/2QpN3/P2P4/4P3/1P3PPP/2R2RK1,white
data/real/images/game2_frame_019988.jpg,data/synth/images/row000109_white_833c07c8.png,2r5/p4pp1/3k3p/2Rp4/PP4P1/3KP3/5P1P/8,white
data/real/images/game2_frame_023676.jpg,data/synth/images/row000118_white_7b5b189c.png,8/p4p2/7p/2kp2p1/P4PP1/2K1P3/7P/8,white
data/real/images/game2_frame_001124.jpg,data/synth/images/row000122_white_b9b9e7b4.png,rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR,white
data/real/images/game2_frame_001740.jpg,data/synth/images/row000128_white_eea9765d.png,rnb2rk1/ppp1qpp1/4p2p/3p4/2PPn3/2N1PN2/PPQ2PPP/R3KB1R,white
data/real/images/game2_frame_014348.jpg,data/synth/images/row000164_white_dc68b0f3.png,2r5/ppr2pp1/2pk3p/3p4/PP1P4/3KP3/2R2PPP/2R5,white
data/real/images_rot180/game2_frame_031332_rot180.jpg,data/synth/images/row000165_black_4a81b938.png,8/8/p4p1p/k2p1Pp1/3K2P1/4P3/7P/8,black
data/real/images_rot180/game2_frame_011760_rot180.jpg,data/synth/images/row000179_black_1b9dc4b3.png,r5k1/pp1r1pp1/2p4p/3p4/P2P4/4P3/1P3PPP/2R2RK1,black
data/real/images_rot180/game2_frame_007728_rot180.jpg,data/synth/images/row000190_black_bee87105.png,2r2rk1/pp1bqpp1/1np1p2p/Q3N3/3P4/1B2P3/PP3PPP/2R2RK1,black
data/real/images_rot180/game2_frame_012092_rot180.jpg,data/synth/images/row000193_black_06826993.png,r5k1/pp1r1pp1/2p4p/3p4/PP1P4/4P3/5PPP/2R2RK1,black
data/real/images/game2_frame_012864.jpg,data/synth/images/row000194_white_4d1b5adc.png,2r3k1/pp1r1pp1/2p4p/3p4/PP1P4/4P3/5PPP/2R2RK1,white
data/real/images/game2_frame_002000.jpg,data/synth/images/row000203_white_26c093a4.png,rnb2rk1/ppp1qpp1/4p2p/3p4/2PP4/2Q1PN2/PP3PPP/R3KB1R,white
data/real/images_rot180/game2_frame_016592_rot180.jpg,data/synth/images/row000211_black_25f726cf.png,2r5/p1r2pp1/1ppk3p/3p4/PP1P2P1/3KP3/2R2P1P/2R5,black
data/real/images/game2_frame_010096.jpg,data/synth/images/row000216_white_59e4931f.png,r3r1k1/pp1bqpp1/2p1p2p/2QnN3/P2P4/1B2P3/1P3PPP/2R2RK1,white
data/real/images_rot180/game2_frame_004264_rot180.jpg,data/synth/images/row000219_black_44668ed5.png,r1b2rk1/ppp1qpp1/1n2p2p/8/2BP4/2Q1PN2/PP3PPP/R4RK1,black
data/real/images_rot180/game2_frame_021900_rot180.jpg,data/synth/images/row000222_black_4f6eebd0.png,8/p4p2/7p/2kp2p1/P5P1/2K1P3/5P1P/8,black
data/real/images_rot180/game2_frame_031800_rot180.jpg,data/synth/images/row000226_black_059365c7.png,8/8/pk3p1p/3K1Pp1/6P1/4P3/7P/8,black
data/real/images_rot180/game2_frame_001916_rot180.jpg,data/synth/images/row000230_black_47436621.png,rnb2rk1/ppp1qpp1/4p2p/3p4/2PP4/2n1PN2/PPQ2PPP/R3KB1R,black
data/real/images/game2_frame_003100.jpg,data/synth/images/row000260_white_4c9c63dc.png,rnb2rk1/ppp1qpp1/4p2p/8/2pP4/2Q1PN2/PP3PPP/R3KB1R,white
data/real/images/game2_frame_003308.jpg,data/synth/images/row000261_white_7a4ef7a2.png,rnb2rk1/ppp1qpp1/4p2p/8/2BP4/2Q1PN2/PP3PPP/R3K2R,white
data/real/images/game2_frame_001040.jpg,data/synth/images/row000262_white_56c7ec48.png,rnbqk2r/ppp1bppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR,white
data/real/images/game2_frame_019384.jpg,data/synth/images/row000264_white_ec9b9e71.png,2r5/p1r2pp1/3k3p/2pp4/PP4P1/3KP3/2R2P1P/2R5,white
data/real/images_rot180/game2_frame_026928_rot180.jpg,data/synth/images/row000269_black_8af3e090.png,8/5p2/p6p/2kp2p1/P4PP1/2K1P3/7P/8,black
data/real/images/game2_frame_001152.jpg,data/synth/images/row000277_white_d4c41e9b.png,rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R,white
data/real/images/game2_frame_014180.jpg,data/synth/images/row000288_white_5fa1fdaa.png,2r5/ppr1kpp1/2p4p/3p4/PP1P4/4P3/2R2PPP/2R2K2,white
data/real/images_rot180/game2_frame_000936_rot180.jpg,data/synth/images/row000295_black_412a4389.png,rnbqkb1r/ppp2ppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR,black
data/real/images_rot180/game2_frame_001280_rot180.jpg,data/synth/images/row000298_black_85d0cce1.png,rnbq1rk1/ppp1Bpp1/4p2p/3p4/2PPn3/2N1PN2/PP3PPP/R2QKB1R,black
data/real/images/game2_frame_014208.jpg,data/synth/images/row000302_white_7a51aef4.png,2r5/ppr1kpp1/2p4p/3p4/PP1P4/4P3/2R1KPPP/2R5,white
data/real/images/game2_frame_000200.jpg,data/synth/images/row000305_white_39bfca67.png,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,white
data/real/images/game2_frame_020064.jpg,data/synth/images/row000308_white_d3367942.png,8/p4pp1/7p/2kp4/P5P1/2K1P3/5P1P/8,white
data/real/images/game2_frame_013636.jpg,data/synth/images/row000311_white_00a61c31.png,2r3k1/ppr2pp1/2p4p/3p4/PP1P4/4P3/2R2PPP/2R3K1,white
data/real/images_rot180/game2_frame_008952_rot180.jpg,data/synth/images/row000314_black_bc9bdde7.png,r4rk1/pp1bqpp1/1np1p2p/Q3N3/3P4/1B2P3/PP3PPP/2R2RK1,black
data/real/images_rot180/game2_frame_001172_rot180.jpg,data/synth/images/row000329_black_099b44d2.png,rnbq1rk1/ppp1bpp1/4pn1p/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R,black
data/real/images/game2_frame_001188.jpg,data/synth/images/row000335_white_ce7e1a08.png,rnbq1rk1/ppp1bpp1/4pn1p/3p4/2PP3B/2N1PN2/PP3PPP/R2QKB1R,white
data/real/images/game2_frame_019936.jpg,data/synth/images/row000342_white_b0ed1231.png,2r5/p1r2pp1/3k3p/2Rp4/PP4P1/3KP3/5P1P/2R5,white
data/real/images_rot180/game2_frame_011712_rot180.jpg,data/synth/images/row000347_black_d0bec316.png,r5k1/pp1brpp1/2p4p/3pN3/P2P4/4P3/1P3PPP/2R2RK1,black
data/real/images/game2_frame_031140.jpg,data/synth/images/row000353_white_98121af0.png,8/8/p4p1p/Pk1p1Pp1/3K2P1/4P3/7P/8,white
data/real/images_rot180/game2_frame_031032_rot180.jpg,data/synth/images/row000355_black_59a8d56f.png,8/8/p4p1p/P1kp1Pp1/6P1/2K1P3/7P/8,black
data/real/images_rot180/game2_frame_003416_rot180.jpg,data/synth/images/row000357_black_fda73771.png,r1b2rk1/pppnqpp1/4p2p/8/2BP4/2Q1PN2/PP3PPP/R4RK1,black
data/real/images/game2_frame_003328.jpg,data/synth/images/row000364_white_a17a648f.png,r1b2rk1/pppnqpp1/4p2p/8/2BP4/2Q1PN2/PP3PPP/R3K2R,white
data/real/images_rot180/game2_frame_011140_rot180.jpg,data/synth/images/row000365_black_7767e96d.png,r3r1k1/pp1bqpp1/2p1p2p/2QBN3/P2P4/4P3/1P3PPP/2R2RK1,black
data/real/images_rot180/game2_frame_006368_rot180.jpg,data/synth/images/row000368_black_1c80d87f.png,r1b2rk1/pp2qpp1/1np1p2p/8/3P4/1BQ1PN2/PP3PPP/2R2RK1,black
data/real/images_rot180/game2_frame_001300_rot180.jpg,data/synth/images/row000378_black_0909095b.png,rnb2rk1/ppp1qpp1/4p2p/3p4/2PPn3/2N1PN2/PP3PPP/R2QKB1R,black
data/real/images/game2_frame_011696.jpg,data/synth/images/row000395_white_d57a6508.png,r3r1k1/pp1bQpp1/2p4p/3pN3/P2P4/4P3/1P3PPP/2R2RK1,white
data/real/images_rot180/game2_frame_030604_rot180.jpg,data/synth/images/row000399_black_c79759bf.png,8/5p2/p6p/2kp1Pp1/P5P1/2K1P3/7P/8,black
data/real/images_rot180/game2_frame_008988_rot180.jpg,data/synth/images/row000401_black_c1f37060.png,r4rk1/pp1bqpp1/1np1p2p/2Q1N3/3P4/1B2P3/PP3PPP/2R2RK1,black
data/real/images_rot180/game2_frame_020048_rot180.jpg,data/synth/images/row000425_black_7ae1ec4d.png,8/p4pp1/7p/2kp4/P5P1/3KP3/5P1P/8,black
data/real/images_rot180/game2_frame_000588_rot180.jpg,data/synth/images/row000430_black_c4faa183.png,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR,black
data/real/images_rot180/game2_frame_001216_rot180.jpg,data/synth/images/row000433_black_d6904e14.png,rnbq1rk1/ppp1bpp1/4p2p/3p4/2PPn2B/2N1PN2/PP3PPP/R2QKB1R,black
data/real/images/game2_frame_031664.jpg,data/synth/images/row000444_white_621c5c2c.png,8/8/p4p1p/k2K1Pp1/6P1/4P3/7P/8,white
data/real/images/game2_frame_011740.jpg,data/synth/images/row000461_white_4076ed49.png,r5k1/pp1Nrpp1/2p4p/3p4/P2P4/4P3/1P3PPP/2R2RK1,white
data/real/images/game2_frame_014256.jpg,data/synth/images/row000005_white_81e0147a.png,2r5/ppr2pp1/2pk3p/3p4/PP1P4/4P3/2R1KPPP/2R5,white
data/real/images/game2_frame_030388.jpg,data/synth/images/row000008_white_066884ec.png,8/8/p4p1p/2kp1Pp1/P5P1/2K1P3/7P/8,white
data/real/images/game2_frame_018764.jpg,data/synth/images/row000014_white_9371d8ed.png,2r5/p1r2pp1/1p1k3p/2pp4/PP1P2P1/3KP3/2R2P1P/2R5,white
data/real/images_rot180/game2_frame_009384_rot180.jpg,data/synth/images/row000019_black_9ebd91af.png,r3r1k1/pp1bqpp1/1np1p2p/2Q1N3/3P4/1B2P3/PP3PPP/2R2RK1,black
data/real/images_rot180/game2_frame_007000_rot180.jpg,data/synth/images/row000020_black_9d89584f.png,2r2rk1/pp1bqpp1/1np1p2p/4N3/3P4/1BQ1P3/PP3PPP/2R2RK1,black
data/real/images/game2_frame_009884.jpg,data/synth/images/row000032_white_9a4a9195.png,r3r1k1/pp1bqpp1/1np1p2p/2Q1N3/P2P4/1B2P3/1P3PPP/2R2RK1,white
data/real/images/game2_frame_019352.jpg,data/synth/images/row000034_white_a1ae88f9.png,2r5/p1r2pp1/1p1k3p/2Pp4/PP4P1/3KP3/2R2P1P/2R5,white
data/real/images_rot180/game2_frame_014904_rot180.jpg,data/synth/images/row000035_black_062f5221.png,2r5/p1r2pp1/1ppk3p/3p4/PP1P4/3KP3/2R2PPP/2R5,black
data/real/images/game2_frame_000620.jpg,data/synth/images/row000042_white_040ce4fe.png,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR,white
data/real/images/game9_frame_014660.jpg,data/synth/images/row000464_white_5fe39b05.png,2k2r2/ppp3pp/2b2p2/2b1P3/5B2/2P2N2/P4PPP/3R2K1 w - - 0 1,white
data/real/images_rot180/game9_frame_027896_rot180.jpg,data/synth/images/row000480_black_276ec285.png,2k1r3/1pp4p/1bb1PB2/p5p1/2P5/5N1P/P3RPP1/6K1 w - - 0 1,black
data/real/images_rot180/game9_frame_014420_rot180.jpg,data/synth/images/row000500_black_41b79569.png,2k2r2/ppp2ppp/2b5/2b1P3/5B2/2P2N2/P4PPP/3r1RK1 w - - 0 1,black
data/real/images_rot180/game9_frame_004804_rot180.jpg,data/synth/images/row000533_black_6fbd0724.png,r2qkb1r/ppp2ppp/2n2n2/4p3/2BPP1b1/2N2N2/PP3PPP/R1BQK2R w - - 0 1,black
data/real/images_rot180/game9_frame_038580_rot180.jpg,data/synth/images/row000538_black_840cdd63.png,2k1r3/1pp1P3/5B1N/p1b3pp/b1P5/7P/P3RPP1/6K1 w - - 0 1,black
data/real/images/game9_frame_025800.jpg,data/synth/images/row000539_white_38ef57b2.png,2kr4/ppp4p/1bb1Pp2/6p1/2P5/5N1P/P2BRPP1/6K1 w - - 0 1,white
data/real/images_rot180/game9_frame_004268_rot180.jpg,data/synth/images/row000542_black_9502dfa1.png,r1bqkb1r/ppp2ppp/2n2n2/4p3/2BPP3/2N5/PP3PPP/R1BQK1NR w - - 0 1,black
data/real/images/game9_frame_005380.jpg,data/synth/images/row000543_white_3bc68d65.png,r2qkb1r/ppp2ppp/2n2n2/4P3/2B1P1b1/2N2N2/PP3PPP/R1BQK2R w - - 0 1,white
data/real/images_rot180/game9_frame_022168_rot180.jpg,data/synth/images/row000548_black_4f609ac9.png,2kr4/ppp4p/2b1Pp2/b5p1/2P2B2/5N1P/P3RPP1/6K1 w - - 0 1,black
data/real/images_rot180/game9_frame_009228_rot180.jpg,data/synth/images/row000554_black_c39257b8.png,r3kb1r/pppb1ppp/2n5/1B2P3/4nB2/5N2/PP3PPP/R2NK2R w - - 0 1,black
data/real/images_rot180/game9_frame_003896_rot180.jpg,data/synth/images/row000555_black_db5d9a18.png,r1bqkb1r/ppp1pppp/2n2n2/8/2pPP3/2N5/PP3PPP/R1BQKBNR w - - 0 1,black
data/real/images_rot180/game9_frame_028640_rot180.jpg,data/synth/images/row000556_black_38eaaad8.png,2k1r3/1pp1P3/1bb2B1p/p5p1/2P5/5N1P/P3RPP1/6K1 w - - 0 1,black
data/real/images/game9_frame_032576.jpg,data/synth/images/row000564_white_6bdd7cae.png,2k1r3/1pp1P3/5B1p/p1b1N1p1/b1P5/7P/P3RPP1/6K1 w - - 0 1,white
data/real/images/game9_frame_004144.jpg,data/synth/images/row000565_white_66ddcf97.png,r1bqkb1r/ppp1pppp/2n2n2/8/2BPP3/2N5/PP3PPP/R1BQK1NR w - - 0 1,white
data/real/images_rot180/game9_frame_028832_rot180.jpg,data/synth/images/row000567_black_066432ba.png,2k1r3/1pp1P3/2b2B1p/p1b3p1/2P5/5N1P/P3RPP1/6K1 w - - 0 1,black
data/real/images/game9_frame_003604.jpg,data/synth/images/row000572_white_ed6bee93.png,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR w - - 0 1,white
data/real/images/game9_frame_027616.jpg,data/synth/images/row000574_white_9e8a479a.png,2k1r3/1pp1B2p/1bb1Pp2/p5p1/2P5/5N1P/P3RPP1/6K1 w - - 0 1,white
data/real/images_rot180/game9_frame_003824_rot180.jpg,data/synth/images/row000575_black_1cf12444.png,rnbqkb1r/ppp1pppp/5n2/8/2pPP3/2N5/PP3PPP/R1BQKBNR w - - 0 1,black
data/real/images_rot180/game9_frame_006468_rot180.jpg,data/synth/images/row000576_black_68fc5b23.png,r3kb1r/ppp2ppp/2n5/4P3/2B1n1b1/5N2/PP3PPP/R1BNK2R w - - 0 1,black
data/real/images_rot180/game9_frame_013540_rot180.jpg,data/synth/images/row000579_black_d8d7462f.png,2kr1r2/ppp2ppp/2b5/2b1P3/5B2/2P2N2/P4PPP/R4RK1 w - - 0 1,black
data/real/images_rot180/game9_frame_041076_rot180.jpg,data/synth/images/row000583_black_f1f7f9d2.png,2kRr3/1pp1P3/5B1N/p1b3pp/b1P5/7P/P4PP1/6K1 w - - 0 1,black
data/real/images/game9_frame_021176.jpg,data/synth/images/row000589_white_cfadb8ab.png,2kr4/ppp3pp/2b1Pp2/b7/2P2B2/5N2/P3RPPP/6K1 w - - 0 1,white
data/real/images_rot180/game9_frame_035408_rot180.jpg,data/synth/images/row000593_black_619aee26.png,2k1r3/1pp1P3/5B1p/p1b3p1/b1P3N1/7P/P3RPP1/6K1 w - - 0 1,black
data/real/images_rot180/game9_frame_041400_rot180.jpg,data/synth/images/row000602_black_2a911478.png,2kr4/1pp1P3/5B1N/p1b3pp/b1P5/7P/P4PP1/6K1 w - - 0 1,black
data/real/images/game9_frame_008052.jpg,data/synth/images/row000608_white_61d2d7c3.png,r3kb1r/pppb1ppp/2n5/1B2P3/4n3/5N2/PP3PPP/R1BNK2R w - - 0 1,white
data/real/images/game9_frame_025236.jpg,data/synth/images/row000611_white_47af922c.png,2kr4/ppp4p/2b1Pp2/b5p1/2P5/5N1P/P2BRPP1/6K1 w - - 0 1,white
data/real/images/game9_frame_003724.jpg,data/synth/images/row000612_white_ae5e6856.png,rnbqkbnr/ppp1pppp/8/8/2pP4/2N5/PP2PPPP/R1BQKBNR w - - 0 1,white
data/real/images/game9_frame_014476.jpg,data/synth/images/row000615_white_38a021b9.png,2k2r2/ppp2ppp/2b5/2b1P3/5B2/2P2N2/P4PPP/3R2K1 w - - 0 1,white
data/real/images_rot180/game9_frame_011980_rot180.jpg,data/synth/images/row000617_black_1a3fa509.png,2kr3r/ppp2ppp/2b5/2b1P3/4nB2/5N2/PP3PPP/R2N1RK1 w - - 0 1,black
data/real/images_rot180/game9_frame_012948_rot180.jpg,data/synth/images/row000618_black_1c6b44c6.png,2kr3r/ppp2ppp/2b5/2b1P3/5B2/2P2N2/P4PPP/R4RK1 w - - 0 1,black
data/real/images/game9_frame_018628.jpg,data/synth/images/row000620_white_9cdb8abe.png,2k1r3/ppp3pp/1bb1Pp2/8/5B2/2P2N2/P4PPP/4R1K1 w - - 0 1,white
data/real/images_rot180/game9_frame_003572_rot180.jpg,data/synth/images/row000626_black_166831d3.png,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w - - 0 1,black
data/real/images_rot180/game9_frame_005844_rot180.jpg,data/synth/images/row000643_black_a2b24462.png,r3kb1r/ppp2ppp/2n2n2/4P3/2B1P1b1/5N2/PP3PPP/R1BNK2R w - - 0 1,black
data/real/images_rot180/game9_frame_041476_rot180.jpg,data/synth/images/row000649_black_ce5276fe.png,2kQ4/1pp5/5B1N/p1b3pp/b1P5/7P/P4PP1/6K1 w - - 0 1,black
data/real/images/game9_frame_007368.jpg,data/synth/images/row000654_white_1166421f.png,r3kb1r/ppp2ppp/2n5/1B2P3/4n1b1/5N2/PP3PPP/R1BNK2R w - - 0 1,white
data/real/images_rot180/game9_frame_026532_rot180.jpg,data/synth/images/row000655_black_f6580a41.png,2kr4/ppp4p/1bb1Pp2/6p1/1BP5/5N1P/P3RPP1/6K1 w - - 0 1,black
data/real/images/game9_frame_003756.jpg,data/synth/images/row000656_white_175613da.png,rnbqkb1r/ppp1pppp/5n2/8/2pP4/2N5/PP2PPPP/R1BQKBNR w - - 0 1,white
data/real/images/game9_frame_017068.jpg,data/synth/images/row000658_white_b8d3615c.png,2k1r3/ppp3pp/2b1Pp2/2b5/5B2/2P2N2/P4PPP/4R1K1 w - - 0 1,white
data/real/images_rot180/game9_frame_009644_rot180.jpg,data/synth/images/row000660_black_437e99bb.png,2kr1b1r/pppb1ppp/2n5/1B2P3/4nB2/5N2/PP3PPP/R2NK2R w - - 0 1,black
data/real/images/game9_frame_030152.jpg,data/synth/images/row000661_white_77aa1403.png,2k1r3/1pp1P3/2b2B1p/p1b1N1p1/2P5/7P/P3RPP1/6K1 w - - 0 1,white
data/real/images/game9_frame_010812.jpg,data/synth/images/row000668_white_9ff607b5.png,2kr1b1r/ppp2ppp/2b5/4P3/4nB2/5N2/PP3PPP/R2N1RK1 w - - 0 1,white
data/real/images/game9_frame_028320.jpg,data/synth/images/row000670_white_39a8feeb.png,2k1r3/1pp5/1bb1PB1p/p5p1/2P5/5N1P/P3RPP1/6K1 w - - 0 1,white
data/real/images/game9_frame_004568.jpg,data/synth/images/row000673_white_78352530.png,r1bqkb1r/ppp2ppp/2n2n2/4p3/2BPP3/2N2N2/PP3PPP/R1BQK2R w - - 0 1,white
data/real/images_rot180/game9_frame_003692_rot180.jpg,data/synth/images/row000675_black_a593bbda.png,rnbqkbnr/ppp1pppp/8/8/2pP4/8/PP2PPPP/RNBQKBNR w - - 0 1,black
data/real/images/game9_frame_000004.jpg,data/synth/images/row000680_white_9add83da.png,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w - - 0 1,white
data/real/images/game9_frame_026716.jpg,data/synth/images/row000683_white_e9abb601.png,2kr4/1pp4p/1bb1Pp2/p5p1/1BP5/5N1P/P3RPP1/6K1 w - - 0 1,white
data/real/images_rot180/game9_frame_039720_rot180.jpg,data/synth/images/row000060_black_3fec70e5.png,2k1r3/1pp1P3/5B1N/p1b3pp/2P5/7P/P3RPP1/3b2K1 w - - 0 1,black
data/real/images_rot180/game9_frame_019272_rot180.jpg,data/synth/images/row000068_black_b3974f9a.png,2k1r3/ppp3pp/1bb1Pp2/8/2P2B2/5N2/P4PPP/4R1K1 w - - 0 1,black
data/real/images/game9_frame_014024.jpg,data/synth/images/row000073_white_aabfbb09.png,2kr1r2/ppp2ppp/2b5/2b1P3/5B2/2P2N2/P4PPP/3R1RK1 w - - 0 1,white
data/real/images/game9_frame_005460.jpg,data/synth/images/row000074_white_3e8062e5.png,r3kb1r/ppp2ppp/2n2n2/4P3/2B1P1b1/2N2N2/PP3PPP/R1BqK2R w - - 0 1,white
data/real/images/game8_frame_001140.jpg,data/synth/images/row000466_white_eed455f2.png,r1bq1b1r/pppp1kp1/2n4p/4p3/4N3/3P1N2/PPP2PPP/R1BQK2R w - - 0 1,white
data/real/images_rot180/game8_frame_009256_rot180.jpg,data/synth/images/row000469_black_35e460dc.png,r5k1/ppp3p1/2n4p/4p1r1/2Pp4/P1PP4/1B3P2/R3RK2 w - - 0 1,black
data/real/images/game8_frame_013068.jpg,data/synth/images/row000474_white_706a0061.png,4r1k1/pp4p1/7p/2p5/2P5/P1BP4/3K1P1r/5R2 w - - 0 1,white
data/real/images/game8_frame_006268.jpg,data/synth/images/row000476_white_0e055b28.png,r2q2k1/ppp3p1/2n4p/3pp3/8/P1PP1r1P/1BP1QP2/R3R1K1 w - - 0 1,white
data/real/images_rot180/game8_frame_011152_rot180.jpg,data/synth/images/row000477_black_56b50ef2.png,5rk1/ppp3p1/7p/7r/2PB4/P2P4/5P2/R4K2 w - - 0 1,black
data/real/images_rot180/game8_frame_003108_rot180.jpg,data/synth/images/row000479_black_0a0b2db3.png,r2qr3/ppp2kp1/2n4p/3pp3/1b4b1/2NP1N2/PPP2PPP/R1BQR1K1 w - - 0 1,black
data/real/images/game8_frame_017560.jpg,data/synth/images/row000483_white_291ac6c7.png,6k1/pp1r2p1/7p/2p5/2P5/P1B5/2K1rP2/6R1 w - - 0 1,white
data/real/images_rot180/game8_frame_002280_rot180.jpg,data/synth/images/row000486_black_eadc0ec3.png,r2q3r/ppp2kp1/2n4p/3pp3/1b4b1/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 1,black
data/real/images_rot180/game8_frame_000720_rot180.jpg,data/synth/images/row000487_black_fa640b08.png,r1bqkb1r/pppp1Bpp/2n5/4p3/4n3/2N2N2/PPPP1PPP/R1BQK2R w - - 0 1,black
data/real/images_rot180/game8_frame_015040_rot180.jpg,data/synth/images/row000495_black_ad9e23bc.png,3r2k1/pp4p1/7p/2p5/2P5/P1BP3r/3K1P2/6R1 w - - 0 1,black
data/real/images_rot180/game8_frame_011504_rot180.jpg,data/synth/images/row000496_black_d19227c6.png,4r1k1/ppp3p1/7p/7r/2PB4/P2P4/4KP2/R7 w - - 0 1,black
data/real/images_rot180/game8_frame_009112_rot180.jpg,data/synth/images/row000498_black_2aab8528.png,r5k1/ppp3p1/2n4p/4p2r/2Pp4/P1PP4/1B3PK1/R3R3 w - - 0 1,black
data/real/images_rot180/game8_frame_007188_rot180.jpg,data/synth/images/row000502_black_7893a41b.png,r2q2k1/ppp3p1/2n4p/3pp3/6Q1/P1PP3r/1BP2P2/R3R1K1 w - - 0 1,black
data/real/images/game8_frame_014988.jpg,data/synth/images/row000504_white_4c39c8fc.png,3r2k1/pp4p1/7p/2p5/2P5/P1BP3r/3K1P2/5R2 w - - 0 1,white
data/real/images/game8_frame_005856.jpg,data/synth/images/row000508_white_2907564b.png,r2q1rk1/ppp3p1/2n4p/3pp3/8/P1PP1P1P/1BPQ1P2/R3R1K1 w - - 0 1,white
data/real/images/game8_frame_003892.jpg,data/synth/images/row000512_white_07a93df9.png,r2qr3/ppp2kp1/2n4p/3pp3/6b1/P1PP1N2/2P2PPP/R1BQR1K1 w - - 0 1,white
data/real/images/game8_frame_020348.jpg,data/synth/images/row000515_white_a39fe517.png,6k1/pp4p1/7p/2p5/K1P5/P4r2/5B2/3r2R1 w - - 0 1,white
data/real/images_rot180/game8_frame_012516_rot180.jpg,data/synth/images/row000516_black_d6e6c041.png,4r1k1/pp4p1/7p/2p5/2P5/P1BP4/3K1P1r/R7 w - - 0 1,black
data/real/images/game8_frame_023260.jpg,data/synth/images/row000519_white_6aeb08ff.png,8/p4rpk/7p/K1p5/2P5/8/8/6B1 w - - 0 1,white
data/real/images_rot180/game8_frame_017784_rot180.jpg,data/synth/images/row000520_black_afbf4c86.png,6k1/pp1r2p1/7p/2p5/2P5/PKB5/4rP2/6R1 w - - 0 1,black
data/real/images/game8_frame_015872.jpg,data/synth/images/row000521_white_99b3bc0a.png,3r2k1/pp1r2p1/5B1p/2p5/2P5/P7/2K2P2/6R1 w - - 0 1,white
data/real/images_rot180/game8_frame_003552_rot180.jpg,data/synth/images/row000532_black_063503fa.png,r2qr3/ppp2kp1/2n4p/3pp3/6b1/P1bP1N2/1PP2PPP/R1BQR1K1 w - - 0 1,black
data/real/images/game8_frame_004876.jpg,data/synth/images/row000534_white_05f1023a.png,r2qr1k1/ppp3p1/2n4p/3pp2b/8/P1PP1N1P/2P2PP1/R1BQR1K1 w - - 0 1,white
data/real/images/game8_frame_018604.jpg,data/synth/images/row000537_white_41ca0ca5.png,6k1/pp1r2p1/7p/2p5/2P5/PK6/5r2/4B1R1 w - - 0 1,white
data/real/images/game8_frame_002388.jpg,data/synth/images/row000540_white_f82cbe90.png,r2q3r/ppp2kp1/2n4p/3pp3/1b4b1/2NP1N2/PPP2PPP/R1BQR1K1 w - - 0 1,white
data/real/images/game8_frame_024408.jpg,data/synth/images/row000544_white_13ed5008.png,8/p5pk/8/2K5/2Pr3p/8/8/8 w - - 0 1,white
